rank,uid,profile,start_date,end_date,name,changesets,map_changes,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,countries,editors,hashtags
11,19631926,https://www.openstreetmap.org/user/qkrtldus,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,qkrtldus,14.0,1468.0,1252.0,16.0,6.0,193.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,193.0,0.0,0.0,0.0,"Philippines,Iraq,Egypt",iD 2.21.1,"#hotosm-project-14260,#msfk,#msfk23,#hotosm-project-14320,#hotosm-project-14912,#missingmaps"
12,19800030,https://www.openstreetmap.org/user/%EA%B8%88%EA%B6%8C%EB%AC%B4,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,금권무,15.0,1423.0,1183.0,2.0,1.0,229.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,228.0,3.0,0.0,4.0,"United States of America,Sri Lanka",iD 2.21.1,"#msfk20,#kalutara,#msfk,#dmc,#srilanka,#hotosm-project-14637"
13,19783847,https://www.openstreetmap.org/user/cherry7,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,cherry7,16.0,1337.0,1112.0,0.0,12.0,203.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,203.0,0.0,0.0,3.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
14,8379329,https://www.openstreetmap.org/user/Deuckchung,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Deuckchung,21.0,1275.0,152.0,489.0,517.0,22.0,59.0,36.0,0.0,0.0,0.0,0.0,0.0,20.0,39.0,0.0,6.0,Democratic Republic of the Congo,"JOSM/1.5 (18772 en),JOSM/1.5 (18746 en)","#hotosm-project-14463,#msf,#masisi23,#msfk,#msfk23,#missingmaps"
15,19888748,https://www.openstreetmap.org/user/Junghoon%20Jang,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Junghoon Jang,6.0,1172.0,1057.0,0.0,0.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,115.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
16,19631872,https://www.openstreetmap.org/user/%27timi,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,'timi,16.0,1119.0,484.0,0.0,450.0,117.0,6.0,62.0,0.0,0.0,0.0,0.0,0.0,117.0,0.0,0.0,0.0,Democratic Republic of the Congo,iD 2.21.1,"#hotosm-project-14967,#msf,#masisi23,#msfk,#msfk23,#missingmaps"
17,19732406,https://www.openstreetmap.org/user/RedClay,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,RedClay,1.0,1089.0,758.0,138.0,10.0,156.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,156.0,1.0,0.0,26.0,Sri Lanka,iD 2.21.1,"#kalutara,#msfk,#msfk23,#dmc,#srilanka,#hotosm-project-14637"
18,19898437,https://www.openstreetmap.org/user/dayeonlee,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,dayeonlee,9.0,1081.0,984.0,0.0,0.0,96.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
19,19799904,https://www.openstreetmap.org/user/hanjeongwoo,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,hanjeongwoo,8.0,943.0,823.0,0.0,11.0,103.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,103.0,1.0,0.0,2.0,"Iraq,Sri Lanka",iD 2.21.1,"#hotosm-project-14260,#msfk20,#kalutara,#msfk,#dmc,#srilanka,#missingmaps,#hotosm-project-14637"
20,19820120,https://www.openstreetmap.org/user/ksyoon1205,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,ksyoon1205,9.0,936.0,830.0,0.0,0.0,106.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
21,19900970,https://www.openstreetmap.org/user/jinhyuk,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,jinhyuk,3.0,768.0,651.0,0.0,0.0,116.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,116.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
22,19890466,https://www.openstreetmap.org/user/20618,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,20618,4.0,754.0,646.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
23,19897502,https://www.openstreetmap.org/user/Jiyong%20Kwon,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Jiyong Kwon,13.0,683.0,564.0,0.0,0.0,119.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
24,19799884,https://www.openstreetmap.org/user/hwang%20ui%20jo,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,hwang ui jo,15.0,671.0,543.0,0.0,0.0,127.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,127.0,0.0,0.0,1.0,"Iraq,Honduras,Sri Lanka",iD 2.21.1,"#hotosm-project-14260,#awsmapathon,#msfk20,#jpmc,#hotosm-project-15002,#OpenCitiesLAC,#kalutara,#msfk,#hotosm-project-15014,#hotosm-project-15015,#dmc,#srilanka,#missingmaps,#hotosm-project-14637"
25,19900735,https://www.openstreetmap.org/user/jijihwany,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,jijihwany,9.0,660.0,575.0,0.0,0.0,83.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
26,19890618,https://www.openstreetmap.org/user/Asher%20Kim,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Asher Kim,19.0,625.0,548.0,0.0,0.0,77.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
27,19890110,https://www.openstreetmap.org/user/jiwookim,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,jiwookim,3.0,581.0,501.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
28,19890467,https://www.openstreetmap.org/user/%EA%B2%BD%EC%8B%A0%ED%80%B8%EC%B9%B4,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,경신퀸카,42.0,579.0,400.0,3.0,66.0,96.0,1.0,13.0,0.0,0.0,0.0,0.0,0.0,96.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
29,19890487,https://www.openstreetmap.org/user/%ED%95%9C%EC%98%88%EC%A7%84,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,한예진,6.0,573.0,458.0,0.0,0.0,114.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,114.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
30,19821344,https://www.openstreetmap.org/user/juoo,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,juoo,5.0,531.0,442.0,0.0,0.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,88.0,0.0,0.0,1.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
31,13519140,https://www.openstreetmap.org/user/%EC%9D%B4%EC%9D%80%EC%A0%95%20saroltalee,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,이은정 saroltalee,16.0,522.0,442.0,1.0,0.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
32,19901030,https://www.openstreetmap.org/user/yukyoung,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,yukyoung,15.0,495.0,431.0,1.0,0.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
33,19900270,https://www.openstreetmap.org/user/Rebecca%20Chyung,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Rebecca Chyung,12.0,458.0,364.0,0.0,1.0,91.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0,0.0,0.0,2.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
34,19850090,https://www.openstreetmap.org/user/SangMin%20Park,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,SangMin Park,4.0,428.0,381.0,0.0,0.0,46.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
35,19892666,https://www.openstreetmap.org/user/Youn%20Sung,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Youn Sung,11.0,427.0,343.0,0.0,0.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
36,19897980,https://www.openstreetmap.org/user/JeongWoon%20Kim,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,JeongWoon Kim,8.0,398.0,343.0,10.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
37,19900976,https://www.openstreetmap.org/user/hykim10,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,hykim10,10.0,394.0,342.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
38,19890587,https://www.openstreetmap.org/user/%EC%97%AC%EC%A7%84%EA%B9%80,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,여진김,8.0,387.0,289.0,36.0,0.0,61.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
39,19890490,https://www.openstreetmap.org/user/%ED%97%88%EA%B0%80%ED%98%84,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,허가현,7.0,383.0,306.0,4.0,0.0,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
40,19900653,https://www.openstreetmap.org/user/23jessie,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,23jessie,10.0,364.0,312.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
41,19890127,https://www.openstreetmap.org/user/Haewon%20Kim,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Haewon Kim,28.0,347.0,297.0,4.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,44.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
42,19890243,https://www.openstreetmap.org/user/SungAh007,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,SungAh007,9.0,345.0,315.0,0.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#mskf23,#msf,#WestDarfur2023,#msfk,#googlekorea,#missingmaps"
43,19890470,https://www.openstreetmap.org/user/%EB%AC%B8%EC%84%9C%EC%A7%84,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,문서진,11.0,327.0,261.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
44,19890458,https://www.openstreetmap.org/user/%EC%B0%A8%EC%84%9C%EC%A7%84,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,차서진,51.0,323.0,260.0,0.0,0.0,61.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,2.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
45,19975581,https://www.openstreetmap.org/user/%EC%B0%A8%EC%9B%90%ED%98%B8,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,차원호,6.0,319.0,270.0,0.0,0.0,46.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,12.0,3.0,"India,Argentina,Honduras",iD 2.21.1,"#jpmc,#OSMIndia,#OpenCitiesLAC,#NorthIndiaFloods2023,#msfk,#msfk23,#hotosm-project-15053,#hotosm-project-15253,#hotosm-project-15231"
46,19890462,https://www.openstreetmap.org/user/%EA%B9%80%EC%B1%84%EC%9B%90,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,김채원,10.0,302.0,227.0,19.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,56.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
47,1728330,https://www.openstreetmap.org/user/Jooyung%20Han,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Jooyung Han,3.0,302.0,242.0,22.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
48,19890494,https://www.openstreetmap.org/user/%ED%9D%AC%EB%AF%BC%ED%9D%AC%EB%AF%BC%ED%9D%AC,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,희민희민희,4.0,295.0,236.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
49,19829949,https://www.openstreetmap.org/user/dansuh,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,dansuh,7.0,288.0,234.0,0.0,0.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
50,19890501,https://www.openstreetmap.org/user/%EC%B5%9C%EC%8A%B9%EC%97%B0,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,최승연,22.0,265.0,212.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
51,19890499,https://www.openstreetmap.org/user/%EC%9D%80%EC%98%88%EC%9D%80%EC%98%88%EC%9D%80,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,은예은예은,2.0,261.0,209.0,0.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
52,19890514,https://www.openstreetmap.org/user/%EA%B9%80%EA%B5%90%EC%9B%90,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,김교원,15.0,243.0,188.0,9.0,0.0,45.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
53,19901063,https://www.openstreetmap.org/user/psl0187,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,psl0187,3.0,215.0,172.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#msfk,#msfk23,#googlekorea,#googlekorea23"
54,19880005,https://www.openstreetmap.org/user/skhyun,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,skhyun,29.0,210.0,174.0,6.0,0.0,29.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msfk,#msfk23,#googlekorea"
55,19831403,https://www.openstreetmap.org/user/Justin%20Yun,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Justin Yun,7.0,190.0,155.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
56,19890573,https://www.openstreetmap.org/user/%EB%82%A8%EC%84%9C%EC%97%B0,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,남서연,3.0,190.0,152.0,0.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
57,19899981,https://www.openstreetmap.org/user/seayeon,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,seayeon,5.0,182.0,154.0,0.0,0.0,27.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
58,19890498,https://www.openstreetmap.org/user/%EB%B0%95%EC%84%A0%EC%9C%A0,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,박선유,12.0,181.0,144.0,0.0,0.0,36.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
59,19887710,https://www.openstreetmap.org/user/gDaniel-123,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,gDaniel-123,20.0,180.0,154.0,1.0,0.0,24.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
60,19890465,https://www.openstreetmap.org/user/%EB%AF%BC%EC%84%9C%ED%82%B4,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,민서킴,1.0,157.0,124.0,2.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
61,19890784,https://www.openstreetmap.org/user/jiinchoi,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,jiinchoi,10.0,155.0,124.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
62,19890644,https://www.openstreetmap.org/user/hwang%20yun%20jeoung,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,hwang yun jeoung,27.0,145.0,116.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
63,19890533,https://www.openstreetmap.org/user/%EC%9D%B4%EA%B3%A0%EC%9D%80,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,이고은,27.0,144.0,114.0,3.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
