rank,uid,profile,start_date,end_date,name,changesets,map_changes,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,countries,editors,hashtags
64,19890584,https://www.openstreetmap.org/user/%EA%B9%80%EC%9E%AC%EC%9D%B8,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,김재인,3.0,135.0,108.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
65,19900402,https://www.openstreetmap.org/user/Jongsub,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Jongsub,18.0,125.0,96.0,8.0,0.0,20.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
66,19890481,https://www.openstreetmap.org/user/%EC%9C%A4%EC%86%8C%ED%98%84,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,윤소현,7.0,118.0,84.0,13.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
67,19891389,https://www.openstreetmap.org/user/JustinChung,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,JustinChung,3.0,107.0,70.0,30.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,0.0,"Malawi,Sudan",iD 2.21.1,"#msfk,#msfk23,#googlekorea,#googlekorea23"
68,18543348,https://www.openstreetmap.org/user/jungyouth,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,jungyouth,2.0,107.0,88.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,Chad,iD 2.21.1,"#Ndjamena,#msf,#hotosm-project-15181,#msfk,#msfk23,#Ndjamena2023,#missingmaps"
69,19890526,https://www.openstreetmap.org/user/%EC%98%88%EC%A7%80%EC%B0%A8,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,예지차,18.0,97.0,73.0,2.0,2.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,1.0,0.0,1.0,Sudan,iD 2.21.1,"#hotosm-project-15140,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
70,19901031,https://www.openstreetmap.org/user/Anuartb,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Anuartb,2.0,95.0,76.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
71,19890710,https://www.openstreetmap.org/user/kyungmee,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,kyungmee,7.0,65.0,58.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
72,19900269,https://www.openstreetmap.org/user/HarrisonKim,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,HarrisonKim,5.0,55.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
73,16321743,https://www.openstreetmap.org/user/Soo721,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Soo721,4.0,55.0,50.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
74,19900980,https://www.openstreetmap.org/user/Seungkyo%20Kim,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Seungkyo Kim,1.0,44.0,31.0,4.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#googlekorea,#missingmaps"
75,19901000,https://www.openstreetmap.org/user/audiovideodisco,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,audiovideodisco,1.0,30.0,24.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#msfk,#msfk23,#googlekorea,#googlekorea23"
76,16473676,https://www.openstreetmap.org/user/Bitna%20Song,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,Bitna Song,1.0,25.0,20.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#hotosm-project-15076,#goolgekorea,#googlekorea23,#msf,#WestDarfur2023,#msfk,#msfk23,#missingmaps"
77,19632012,https://www.openstreetmap.org/user/%EC%A7%80%EB%A6%AC%EB%A6%AC,2023-06-30 15:00:00+00:00,2023-07-31 15:00:00+00:00,지리리,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,Democratic Republic of the Congo,iD 2.21.1,"#hotosm-project-14967,#msf,#masisi23,#msfk,#msfk23,#missingmaps"
