rank,uid,profile,start_date,end_date,name,changesets,map_changes,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,countries,editors,hashtags
13,20269144,https://www.openstreetmap.org/user/Datto%21,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Datto!,33.0,1091.0,843.0,23.0,7.0,214.0,3.0,1.0,0.0,0,0.0,0,0.0,214.0,3.0,0.0,0.0,Chad,iD 2.21.1,"#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#msfk,#missingmaps"
14,19632002,https://www.openstreetmap.org/user/ilmondo,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,ilmondo,4.0,932.0,757.0,0.0,0.0,173.0,2.0,0.0,0.0,0,0.0,0,0.0,173.0,0.0,0.0,1.0,Chad,iD 2.21.1,"#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#msfk,#missingmaps"
15,20317083,https://www.openstreetmap.org/user/Sim%20Ye%20Eun,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Sim Ye Eun,5.0,856.0,781.0,0.0,0.0,75.0,0.0,0.0,0.0,0,0.0,0,0.0,75.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#msfk23,#hotosm-project-15447,#msf,#WestDarfur2023,#msfk,#missingmaps"
16,20269122,https://www.openstreetmap.org/user/danieljhk,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,danieljhk,17.0,848.0,627.0,19.0,47.0,132.0,12.0,11.0,0.0,0,0.0,0,1.0,132.0,8.0,0.0,0.0,Chad,iD 2.21.1,"#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#msfk,#missingmaps"
17,20269150,https://www.openstreetmap.org/user/Gahyun%20Park,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Gahyun Park,30.0,774.0,421.0,26.0,187.0,84.0,9.0,47.0,0.0,0,0.0,0,1.0,84.0,4.0,0.0,1.0,Chad,iD 2.21.1,"#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#msfk,#missingmaps"
18,20269118,https://www.openstreetmap.org/user/hirut,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,hirut,26.0,656.0,495.0,6.0,1.0,141.0,13.0,0.0,0.0,0,0.0,0,0.0,141.0,6.0,0.0,2.0,Chad,iD 2.21.1,"#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#msfk,#missingmaps"
19,20269109,https://www.openstreetmap.org/user/Da%20Eul,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Da Eul,78.0,648.0,566.0,2.0,0.0,78.0,2.0,0.0,0.0,0,0.0,0,0.0,78.0,0.0,0.0,1.0,Chad,iD 2.21.1,"#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#missingmaps"
20,20317035,https://www.openstreetmap.org/user/eunhanbae,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,eunhanbae,5.0,634.0,536.0,0.0,0.0,98.0,0.0,0.0,0.0,0,0.0,0,0.0,98.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#msfk23,#hotosm-project-15447,#msf,#WestDarfur2023,#msfk,#missingmaps"
21,20317034,https://www.openstreetmap.org/user/chayourim,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,chayourim,11.0,612.0,506.0,0.0,0.0,105.0,1.0,0.0,0.0,0,0.0,0,0.0,105.0,1.0,0.0,0.0,Sudan,iD 2.21.1,"#msfk23,#hotosm-project-15447,#msf,#WestDarfur2023,#msfk,#missingmaps"
22,20269104,https://www.openstreetmap.org/user/HYEJINPARK,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,HYEJINPARK,102.0,544.0,440.0,1.0,0.0,102.0,1.0,0.0,0.0,0,0.0,0,0.0,102.0,0.0,0.0,1.0,Chad,iD 2.21.1,"#msfk23,#msfk"
23,20317071,https://www.openstreetmap.org/user/Eric%20YeongRak%20Jung,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Eric YeongRak Jung,15.0,472.0,386.0,0.0,0.0,85.0,1.0,0.0,0.0,0,0.0,0,0.0,85.0,0.0,0.0,1.0,Sudan,iD 2.21.1,"#msfk23,#hotosm-project-15447,#m,#msf,#WestDarfur2023,#msfk,#missingmaps"
24,20317114,https://www.openstreetmap.org/user/Glorijah%20Noh,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Glorijah Noh,7.0,331.0,264.0,1.0,0.0,65.0,1.0,0.0,0.0,0,0.0,0,0.0,65.0,0.0,0.0,1.0,Sudan,iD 2.21.1,"#msfk23,#hotosm-project-15447,#msf,#WestDarfur2023,#msfk,#missingmaps"
25,18938833,https://www.openstreetmap.org/user/HyeinHong,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,HyeinHong,4.0,178.0,142.0,0.0,0.0,34.0,2.0,0.0,0.0,0,0.0,0,0.0,34.0,0.0,0.0,2.0,Democratic Republic of the Congo,iD 2.21.1,"#msfk23,#msf,#hotosm-project-14968,#msfk,#masisi23,#missingmaps"
26,18827794,https://www.openstreetmap.org/user/Doyeon%20Kim%2012,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Doyeon Kim 12,2.0,120.0,96.0,0.0,0.0,24.0,0.0,0.0,0.0,0,0.0,0,0.0,24.0,0.0,0.0,0.0,Sudan,iD 2.21.1,"#msfk23,#hotosm-project-15447,#msf,#WestDarfur2023,#msfk,#missingmaps"
27,20269086,https://www.openstreetmap.org/user/%EC%A0%95%ED%9D%AC%EC%88%99,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,정희숙,13.0,82.0,61.0,5.0,0.0,15.0,1.0,0.0,0.0,0,0.0,0,0.0,15.0,0.0,0.0,1.0,Chad,iD 2.21.1,"#mafk23,#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#ma,#msfk,#missingmaps"
28,11431747,https://www.openstreetmap.org/user/%EA%B9%80%EA%B7%9C%EB%A6%B0,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,김규린,2.0,55.0,44.0,0.0,0.0,11.0,0.0,0.0,0.0,0,0.0,0,0.0,11.0,0.0,0.0,0.0,Brazil,iD 2.21.1,"#msfk23,#msfk"
29,15512519,https://www.openstreetmap.org/user/Hyunseo%20Song,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Hyunseo Song,1.0,50.0,40.0,0.0,0.0,10.0,0.0,0.0,0.0,0,0.0,0,0.0,10.0,0.0,0.0,0.0,Democratic Republic of the Congo,iD 2.21.1,"#Kisangani,#hotosm-project-12803,#msfk21,#2022DRC,#msf,#msfk,#missingmaps"
30,20122281,https://www.openstreetmap.org/user/Hyein%20Choi,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Hyein Choi,5.0,26.0,21.0,0.0,0.0,5.0,0.0,0.0,0.0,0,0.0,0,0.0,4.0,0.0,0.0,0.0,Chad,"iD 2.21.1,RapiD 1.1.9-tm.1","#Ndjamena2023,#msfk23,#MSFK,#MSFK23,#Ndjamena,#hotosm-project-15181,#msf,#msfk,#missingmaps"
31,20269081,https://www.openstreetmap.org/user/Teresa%20Benedicta,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Teresa Benedicta,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,Chad,iD 2.21.1,"#Ndjamena2023,#msfk23,#Ndjamena,#hotosm-project-15181,#msf,#msfk,#missingmaps"
32,19631918,https://www.openstreetmap.org/user/Jisue%20Jung,2023-08-31 15:00:00+00:00,2023-09-30 15:00:00+00:00,Jisue Jung,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,0.0,0.0,0.0,Chad,iD 2.21.1,"#Ndjamena2023,#MSFK,#MSFK23,#Ndjamena,#hotosm-project-15181,#msf,#missingmaps"
