timestamp,users,changesets,map_changes,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,editors
2023-01-02,1.0,5.0,309.0,129.0,137.0,9.0,31.0,2.0,1.0,0,0,0,0,0,31.0,2.0,0.0,0.0,"{""josm"": 309}"
2023-01-03,1.0,7.0,562.0,300.0,134.0,43.0,68.0,17.0,0.0,0,0,0,0,0,68.0,17.0,0.0,0.0,"{""josm"": 562}"
2023-01-04,1.0,5.0,118.0,92.0,9.0,0.0,17.0,0.0,0.0,0,0,0,0,0,17.0,0.0,0.0,0.0,"{""josm"": 118}"
2023-01-05,1.0,7.0,1092.0,450.0,296.0,221.0,97.0,27.0,1.0,0,0,0,0,0,96.0,10.0,0.0,8.0,"{""josm"": 1092}"
2023-01-06,1.0,9.0,123.0,81.0,25.0,1.0,14.0,2.0,0.0,0,0,0,0,0,7.0,1.0,0.0,1.0,"{""josm"": 123}"
2023-01-07,1.0,5.0,76.0,61.0,0.0,0.0,15.0,0.0,0.0,0,0,0,0,0,14.0,0.0,0.0,0.0,"{""josm"": 76}"
2023-01-08,1.0,1.0,1052.0,293.0,584.0,65.0,54.0,54.0,2.0,0,0,0,0,0,45.0,45.0,9.0,8.0,"{""josm"": 1052}"
2023-01-10,2.0,2.0,1029.0,358.0,565.0,34.0,55.0,16.0,1.0,0,0,0,0,0,55.0,15.0,0.0,0.0,"{""josm"": 974, ""id"": 55}"
2023-01-13,1.0,17.0,1285.0,967.0,33.0,40.0,234.0,1.0,10.0,0,0,0,0,0,234.0,0.0,0.0,1.0,"{""id"": 1285}"
2023-01-14,1.0,8.0,962.0,827.0,3.0,0.0,131.0,1.0,0.0,0,0,0,0,0,131.0,0.0,0.0,1.0,"{""id"": 962}"
2023-01-15,1.0,9.0,276.0,221.0,0.0,0.0,54.0,1.0,0.0,0,0,0,0,0,54.0,0.0,0.0,1.0,"{""id"": 276}"
2023-01-16,1.0,1.0,263.0,211.0,1.0,0.0,50.0,1.0,0.0,0,0,0,0,0,50.0,0.0,0.0,1.0,"{""id"": 263}"
2023-01-24,1.0,9.0,1443.0,1333.0,1.0,0.0,108.0,1.0,0.0,0,0,0,0,0,105.0,0.0,0.0,1.0,"{""id"": 1443}"
2023-01-25,1.0,1.0,347.0,276.0,2.0,0.0,67.0,2.0,0.0,0,0,0,0,0,67.0,0.0,0.0,2.0,"{""id"": 347}"
2023-01-26,1.0,2.0,710.0,396.0,212.0,1.0,88.0,13.0,0.0,0,0,0,0,0,88.0,12.0,0.0,1.0,"{""josm"": 710}"
2023-01-27,2.0,6.0,1435.0,1022.0,154.0,72.0,159.0,16.0,12.0,0,0,0,0,0,158.0,6.0,0.0,8.0,"{""id"": 1014, ""josm"": 421}"
2023-01-28,1.0,2.0,125.0,115.0,0.0,0.0,10.0,0.0,0.0,0,0,0,0,0,10.0,0.0,0.0,0.0,"{""id"": 125}"
2023-01-30,1.0,3.0,668.0,539.0,0.0,0.0,129.0,0.0,0.0,0,0,0,0,0,129.0,0.0,0.0,0.0,"{""id"": 668}"
