timestamp,users,changesets,map_changes,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,editors
2023-01-31,1.0,9.0,258.0,206.0,0.0,4.0,47.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,"{""id"": 258}"
2023-02-01,2.0,23.0,4813.0,4290.0,82.0,45.0,382.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,381.0,4.0,0.0,0.0,"{""id"": 4813}"
2023-02-04,1.0,2.0,107.0,86.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,"{""id"": 107}"
2023-02-05,1.0,3.0,612.0,491.0,3.0,0.0,112.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,112.0,2.0,0.0,4.0,"{""id"": 612}"
2023-02-06,2.0,5.0,285.0,227.0,1.0,4.0,51.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,51.0,0.0,0.0,1.0,"{""id"": 285}"
2023-02-07,3.0,13.0,1595.0,1332.0,37.0,1.0,216.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,164.0,1.0,52.0,6.0,"{""id"": 838, ""rapid"": 757}"
2023-02-08,3.0,19.0,3211.0,2268.0,215.0,275.0,353.0,53.0,46.0,0.0,1.0,0.0,0.0,0.0,269.0,4.0,80.0,47.0,"{""rapid"": 2546, ""id"": 576, ""josm"": 89}"
2023-02-09,5.0,39.0,8556.0,6029.0,1405.0,326.0,642.0,101.0,53.0,0.0,0.0,0.0,0.0,1.0,508.0,10.0,134.0,90.0,"{""rapid"": 6113, ""id"": 1397, ""josm"": 1046}"
2023-02-10,4.0,8.0,2450.0,2007.0,144.0,20.0,252.0,27.0,0.0,0.0,0.0,0.0,2.0,0.0,209.0,10.0,43.0,12.0,"{""rapid"": 1816, ""josm"": 634}"
2023-02-11,2.0,8.0,1050.0,885.0,17.0,0.0,143.0,4.0,1.0,0.0,0.0,0.0,0.0,1.0,115.0,0.0,28.0,4.0,"{""rapid"": 554, ""id"": 285, ""josm"": 211}"
2023-02-12,3.0,13.0,2607.0,2124.0,46.0,4.0,420.0,12.0,1.0,0.0,0.0,0.0,0.0,0.0,386.0,0.0,34.0,10.0,"{""id"": 1489, ""rapid"": 1118}"
2023-02-13,3.0,29.0,10041.0,3125.0,5087.0,499.0,586.0,671.0,67.0,1.0,4.0,1.0,4.0,26.0,535.0,558.0,48.0,100.0,"{""josm"": 8098, ""rapid"": 1943}"
2023-02-14,1.0,10.0,3945.0,882.0,2462.0,152.0,149.0,275.0,25.0,0.0,0.0,0.0,0.0,1.0,107.0,123.0,41.0,146.0,"{""josm"": 3945}"
2023-02-15,3.0,12.0,2362.0,1016.0,1057.0,72.0,150.0,64.0,3.0,0.0,0.0,0.0,0.0,0.0,108.0,19.0,41.0,44.0,"{""josm"": 1235, ""rapid"": 820, ""id"": 307}"
2023-02-16,3.0,10.0,1235.0,872.0,120.0,34.0,157.0,44.0,7.0,1.0,0.0,0.0,0.0,7.0,150.0,18.0,6.0,24.0,"{""id"": 921, ""josm"": 220, ""rapid"": 94}"
2023-02-17,40.0,254.0,22245.0,20239.0,100.0,187.0,1661.0,39.0,19.0,0.0,0.0,0.0,0.0,2.0,1583.0,28.0,9.0,3.0,"{""id"": 22238, ""josm"": 7}"
2023-02-18,2.0,9.0,2620.0,1084.0,805.0,501.0,95.0,94.0,41.0,0.0,0.0,0.0,0.0,0.0,92.0,66.0,2.0,24.0,"{""josm"": 2021, ""id"": 599}"
2023-02-19,1.0,4.0,455.0,373.0,14.0,3.0,46.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,18.0,0.0,28.0,19.0,"{""rapid"": 455}"
2023-02-20,1.0,2.0,38.0,34.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,"{""rapid"": 38}"
2023-02-21,1.0,7.0,887.0,724.0,0.0,0.0,160.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,150.0,0.0,10.0,2.0,"{""id"": 887}"
2023-02-23,2.0,6.0,804.0,455.0,234.0,40.0,37.0,37.0,1.0,0.0,0.0,0.0,0.0,0.0,25.0,29.0,12.0,6.0,"{""josm"": 488, ""rapid"": 316}"
2023-02-24,2.0,2.0,84.0,62.0,4.0,0.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,2.0,3.0,"{""id"": 84}"
2023-02-25,1.0,1.0,591.0,267.0,267.0,5.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.0,0.0,1.0,"{""rapid"": 591}"
2023-02-26,1.0,1.0,5.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"{""rapid"": 5}"
2023-02-28,1.0,1.0,27.0,16.0,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,"{""id"": 27}"
